,Unnamed: 0,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note,Max Year Code
5321,137091,165,'586,Pakistan,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2437,E,Imputed value,2023
5322,137114,165,'586,Pakistan,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2022,2022,Int$/cap,5706.9,X,,2022
5488,141379,170,'604,Peru,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20212023,2021-2023,%,7,E,,20212023
5489,141555,170,'604,Peru,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,57.7,A,FAO data,20212023
5490,141563,170,'604,Peru,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,54.6,A,FAO data,20212023
5491,141571,170,'604,Peru,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,60.7,A,FAO data,20212023
5492,141579,170,'604,Peru,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,45.8,A,FAO data,20212023
5493,141587,170,'604,Peru,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,42.4,A,FAO data,20212023
5494,141595,170,'604,Peru,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,49.3,A,FAO data,20212023
5495,141617,170,'604,Peru,21010,Average dietary energy supply adequacy (percent) (3-year average),6121,Value,20212023,2021-2023,%,121,E,,20212023
5496,141638,170,'604,Peru,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20202022,2020-2022,%,50,E,,20202022
5497,141659,170,'604,Peru,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,88.2,E,,20202022
5498,141680,170,'604,Peru,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,42.7,E,,20202022
5499,141703,170,'604,Peru,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),6121,Value,2022,2022,%,10.1,X,,2022
5500,141749,170,'604,Peru,21026,Percentage of children under 5 years affected by wasting (percent),6121,Value,2022,2022,%,0.5,X,,2022
5501,141797,170,'604,Peru,21031,Per capita food supply variability (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,14,E,,2023
5502,141819,170,'604,Peru,21032,Political stability and absence of violence/terrorism (index),6125,Value,2022,2022,,-0.45,X,,2022
5503,141840,170,'604,Peru,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20202022,2020-2022,%,9,E,,20202022
5504,141861,170,'604,Peru,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20202022,2020-2022,%,2,E,,20202022
5505,141882,170,'604,Peru,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20202022,2020-2022,%,53,E,,20202022
5506,141914,170,'604,Peru,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,22.3,A,FAO data,20212023
5507,141922,170,'604,Peru,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,20,A,FAO data,20212023
5508,141930,170,'604,Peru,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,24.6,A,FAO data,20212023
5509,141938,170,'604,Peru,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,18.3,A,FAO data,20212023
5510,141946,170,'604,Peru,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,15.9,A,FAO data,20212023
5511,141954,170,'604,Peru,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,20.8,A,FAO data,20212023
5512,141977,170,'604,Peru,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),6121,Value,2022,2022,%,9.4,X,,2022
5513,142023,170,'604,Peru,21042,Prevalence of obesity in the adult population (18 years and older) (percent),6121,Value,2022,2022,%,27.3,X,,2022
5514,142046,170,'604,Peru,210420,Number of obese adults (18 years and older) (million),6132,Value,2022,2022,million No,6.4,X,,2022
5515,142066,170,'604,Peru,21043,Prevalence of anemia among women of reproductive age (15-49 years) (percent),6121,Value,2019,2019,%,20.6,X,,2019
5516,142109,170,'604,Peru,21044,Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent),6121,Value,2022,2022,%,66.9,X,,2022
5517,142132,170,'604,Peru,21045,Percentage of population using safely managed drinking water services (percent),6121,Value,2022,2022,%,52,X,,2022
5518,142155,170,'604,Peru,21046,Percentage of population using safely managed sanitation services (percent),6121,Value,2022,2022,%,58,X,,2022
5519,142178,170,'604,Peru,21047,Percentage of population using at least basic drinking water services (percent),6121,Value,2022,2022,%,95,X,,2022
5520,142201,170,'604,Peru,21048,Percentage of population using at least basic sanitation services (percent),6121,Value,2022,2022,%,78,X,,2022
5521,142222,170,'604,Peru,21049,Prevalence of low birthweight (percent),6121,Value,2020,2020,%,7.5,X,,2020
5522,142267,170,'604,Peru,21056,Minimum dietary energy requirement  (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,1793,E,,2023
5523,142291,170,'604,Peru,21057,Average dietary energy requirement (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2317,E,,2023
5524,142315,170,'604,Peru,21058,Coefficient of variation of habitual caloric consumption distribution (real number),6173,Value,2023,2023,No,0.26,E,,2023
5525,142339,170,'604,Peru,21059,Incidence of caloric losses at retail distribution level (percent),6121,Value,2023,2023,%,3.28,E,,2023
5526,142360,170,'604,Peru,21061,Average fat supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,67.4,E,,20202022
5527,142382,170,'604,Peru,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20212023,2021-2023,kcal/cap/d,2804,E,,20212023
5528,142406,170,'604,Peru,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2804,E,Imputed value,2023
5529,142429,170,'604,Peru,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2022,2022,Int$/cap,15102.6,X,,2022
5659,145792,175,'624,Guinea-Bissau,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20212023,2021-2023,%,32.2,E,,20212023
5660,145968,175,'624,Guinea-Bissau,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,62.5,A,Official estimate,20212023
5661,145976,175,'624,Guinea-Bissau,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,60.3,A,Official estimate,20212023
5662,145984,175,'624,Guinea-Bissau,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,64.8,A,Official estimate,20212023
5663,145992,175,'624,Guinea-Bissau,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,62.5,A,Official estimate,20212023
5664,146000,175,'624,Guinea-Bissau,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,60.3,A,Official estimate,20212023
5665,146008,175,'624,Guinea-Bissau,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,64.8,A,Official estimate,20212023
5666,146030,175,'624,Guinea-Bissau,21010,Average dietary energy supply adequacy (percent) (3-year average),6121,Value,20212023,2021-2023,%,96,E,,20212023
5667,146051,175,'624,Guinea-Bissau,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20202022,2020-2022,%,65,E,,20202022
5668,146072,175,'624,Guinea-Bissau,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,48.4,E,,20202022
5669,146093,175,'624,Guinea-Bissau,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,9.4,E,,20202022
5670,146116,175,'624,Guinea-Bissau,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),6121,Value,2022,2022,%,27.7,X,,2022
5671,146162,175,'624,Guinea-Bissau,21026,Percentage of children under 5 years affected by wasting (percent),6121,Value,2022,2022,%,,X,,2022
5672,146210,175,'624,Guinea-Bissau,21031,Per capita food supply variability (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,12,E,,2023
5673,146232,175,'624,Guinea-Bissau,21032,Political stability and absence of violence/terrorism (index),6125,Value,2022,2022,,-0.39,X,,2022
5674,146253,175,'624,Guinea-Bissau,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20202022,2020-2022,%,61,E,,20202022
5675,146274,175,'624,Guinea-Bissau,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20202022,2020-2022,%,0.9,E,,20202022
5676,146287,175,'624,Guinea-Bissau,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20122014,2012-2014,%,34.7,E,,20122014
5677,146319,175,'624,Guinea-Bissau,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,9,A,Official estimate,20212023
5678,146327,175,'624,Guinea-Bissau,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,7.4,A,Official estimate,20212023
5679,146335,175,'624,Guinea-Bissau,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,10.5,A,Official estimate,20212023
5680,146343,175,'624,Guinea-Bissau,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,9,A,Official estimate,20212023
5681,146351,175,'624,Guinea-Bissau,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,7.4,A,Official estimate,20212023
5682,146359,175,'624,Guinea-Bissau,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,10.5,A,Official estimate,20212023
5683,146382,175,'624,Guinea-Bissau,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),6121,Value,2022,2022,%,3.3,X,,2022
5684,146428,175,'624,Guinea-Bissau,21042,Prevalence of obesity in the adult population (18 years and older) (percent),6121,Value,2022,2022,%,11.5,X,,2022
5685,146451,175,'624,Guinea-Bissau,210420,Number of obese adults (18 years and older) (million),6132,Value,2022,2022,million No,0.1,X,,2022
5686,146471,175,'624,Guinea-Bissau,21043,Prevalence of anemia among women of reproductive age (15-49 years) (percent),6121,Value,2019,2019,%,48.1,X,,2019
5687,146514,175,'624,Guinea-Bissau,21044,Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent),6121,Value,2022,2022,%,,X,,2022
5688,146537,175,'624,Guinea-Bissau,21045,Percentage of population using safely managed drinking water services (percent),6121,Value,2022,2022,%,24,X,,2022
5689,146556,175,'624,Guinea-Bissau,21046,Percentage of population using safely managed sanitation services (percent),6121,Value,2022,2022,%,15,X,,2022
5690,146579,175,'624,Guinea-Bissau,21047,Percentage of population using at least basic drinking water services (percent),6121,Value,2022,2022,%,62,X,,2022
5691,146602,175,'624,Guinea-Bissau,21048,Percentage of population using at least basic sanitation services (percent),6121,Value,2022,2022,%,28,X,,2022
5692,146623,175,'624,Guinea-Bissau,21049,Prevalence of low birthweight (percent),6121,Value,2020,2020,%,19.5,X,,2020
5693,146668,175,'624,Guinea-Bissau,21056,Minimum dietary energy requirement  (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,1753,E,,2023
5694,146692,175,'624,Guinea-Bissau,21057,Average dietary energy requirement (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2262,E,,2023
5695,146716,175,'624,Guinea-Bissau,21058,Coefficient of variation of habitual caloric consumption distribution (real number),6173,Value,2023,2023,No,0.31,E,,2023
5696,146740,175,'624,Guinea-Bissau,21059,Incidence of caloric losses at retail distribution level (percent),6121,Value,2023,2023,%,2.81,E,,2023
5697,146761,175,'624,Guinea-Bissau,21061,Average fat supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,67.1,E,,20202022
5698,146783,175,'624,Guinea-Bissau,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20212023,2021-2023,kcal/cap/d,2173,E,,20212023
